key,numeric type,string type,ID,time ratio,number of line segments,mean speed,standard deviation in speed,number of acceleration points,length,ratio of width to length,type of cargo,receiver class,number of neighbors
CALLWDG5474_MMSI367547050,31,Tug Tow,call sign,0.0296,0.495,0.4165,0.4714,0.4502,0.4013,0.0,0,A,0.0046
CALLWDG5479_MMSI367547090,31,Tug Tow,call sign,0.55,0.515,0.4248,0.4805,0.4502,0.3543,0.0,0,A,0.4208
CALLWDG5498_MMSI367547280,31,Tug Tow,call sign,0.6147,0.52,0.4093,0.4718,0.4502,0.525,0.3478,0,A,0.4675
CALLWDG5499_MMSI367547290,60,Passenger,call sign,0.0905,0.5125,0.4214,0.4743,0.4502,0.31,0.0,0,B,0.0046
CALLWDG5500_MMSI367547310,30,Fishing,call sign,0.0449,0.5025,0.3768,0.4901,0.4502,0.2689,0.0,0,B,0.0046
CALLWDG5502_MMSI367547330,31,Tug Tow,call sign,0.3222,0.5424,0.4246,0.4753,0.4502,0.6682,0.0,0,A,0.3465
CALLWDG5547_MMSI367547750,31,Tug Tow,call sign,0.1086,0.51,0.4114,0.4768,0.9002,0.525,0.0,0,A,0.0046
CALLWDG5564_MMSI367547910,31,Tug Tow,call sign,0.2391,0.515,0.4332,0.4706,0.4502,0.4256,0.0,0,A,0.3982
CALLWDG5581_MMSI367548090,31,Tug Tow,call sign,0.0384,0.5075,0.4381,0.4764,0.4502,0.3775,0.0,0,B,0.0046
CALLWDG5589_MMSI367548170,31,Tug Tow,call sign,0.1195,0.5125,0.4474,0.4755,0.4502,0.3775,0.0,0,A,0.0046
CALLWDG5594_MMSI367548230,31,Tug Tow,call sign,0.7343,0.515,0.4056,0.4813,0.7503,0.4256,0.0,0,A,0.5746
CALLWDG5607_MMSI367548360,30,Fishing,call sign,0.2546,0.515,0.4745,0.4717,0.9781,0.3775,0.0,0,B,0.3715
CALLWDG5661_MMSI367548930,60,Passenger,call sign,0.0885,0.5125,0.4071,0.4712,0.9983,0.69,0.2,0,A,0.0046
CALLWDG5692_MMSI367549260,31,Tug Tow,call sign,0.4694,0.5175,0.4248,0.4715,0.4502,0.5498,0.0,0,A,0.5093
CALLWDG5698_MMSI367549320,37,Pleasure Craft/Sailing,call sign,0.2566,0.5175,0.4185,0.4683,0.7858,0.2689,0.0,0,B,0.3681
CALLWDG5701_MMSI338226967,37,Pleasure Craft/Sailing,call sign,0.1435,0.515,0.4935,0.4714,0.4502,0.4256,0.3158,0,B,0.3934
CALLWDG5730_MMSI367549670,31,Tug Tow,call sign,0.3594,0.5399,0.4173,0.4743,0.6457,0.525,0.0,0,A,0.5191
CALLWDG5733_MMSI367549710,31,Tug Tow,call sign,0.0584,0.505,0.3594,0.4738,0.4502,0.31,0.0,0,A,0.0046
CALLWDG5749_MMSI367549870,60,Passenger,call sign,0.0159,0.5075,0.4178,0.481,0.4502,0.9526,0.2692,0,A,0.5217
CALLWDG5799_MMSI367550410,37,Pleasure Craft/Sailing,call sign,0.0422,0.51,0.4718,0.4933,0.4502,0.4256,0.0,0,B,0.0046
CALLWDG5808_MMSI367550490,31,Tug Tow,call sign,0.5671,0.5175,0.4226,0.4727,0.4502,0.6225,0.0,0,A,0.0046
CALLWDG5809_MMSI367550510,31,Tug Tow,call sign,0.3949,0.5175,0.4588,0.4777,0.4502,0.5987,0.0,0,A,0.0046
CALLWDG5833_MMSI367550760,36,Pleasure Craft/Sailing,call sign,0.0886,0.505,0.4049,0.473,0.4502,0.2891,0.3077,0,B,0.0046
CALLWDG5837_MMSI367550810,30,Fishing,call sign,0.1044,0.5125,0.5222,0.4928,0.4502,0.2142,0.0,0,B,0.0046
CALLWDG5862_MMSI367551060,37,Pleasure Craft/Sailing,call sign,0.0,0.495,0.3582,0.4716,0.4502,0.2689,0.3333,0,B,0.3934
CALLWDG5882_MMSI367551270,31,Tug Tow,call sign,0.0809,0.5125,0.4795,0.4766,0.69,0.3775,0.4118,0,A,0.5594
CALLWDG5888_MMSI367551330,90,Other,call sign,0.0041,0.495,0.3839,0.4679,0.4502,0.2315,0.0,0,A,0.0046
CALLWDG5920_MMSI367551680,31,Tug Tow,call sign,0.1387,0.51,0.4226,0.4764,0.6457,0.4502,0.0,0,A,0.0046
CALLWDG5959_MMSI367552070,31,Tug Tow,call sign,0.554,0.5175,0.4234,0.4718,0.4502,0.9002,0.0,0,A,0.0046
CALLWDG5964_MMSI367552130,60,Passenger,call sign,0.0684,0.51,0.3994,0.4752,0.4502,0.5744,0.0,0,A,0.0046
CALLWDG5967_MMSI367552160,60,Passenger,call sign,0.0019,0.5,0.3797,0.4727,0.4502,0.69,0.2333,0,A,0.0046
CALLWDG5977_MMSI367552270,60,Passenger,call sign,0.0439,0.51,0.5005,0.4778,0.4502,0.5744,0.36,0,A,0.0046
CALLWDG5986_MMSI367552340,37,Pleasure Craft/Sailing,call sign,0.1652,0.515,0.4858,0.4688,0.4502,0.4256,0.0,0,B,0.3655
CALLWDG6021_MMSI367552680,31,Tug Tow,call sign,0.226,0.515,0.4743,0.4762,0.5498,0.6225,0.0,0,A,0.4243
CALLWDG6079_MMSI367553290,31,Tug Tow,call sign,0.2223,0.5125,0.4413,0.4756,0.4502,0.525,0.4348,0,A,0.0046
CALLWDG6105_MMSI367553550,0,Unknown,call sign,0.0521,0.5075,0.5568,0.5399,0.4502,0.2497,0.2727,0,A,0.0046
CALLWDG6118_MMSI367553690,37,Pleasure Craft/Sailing,call sign,0.0796,0.5125,0.4489,0.4744,0.4502,0.2689,0.3333,0,B,0.308
CALLWDG6162_MMSI367554160,37,Pleasure Craft/Sailing,call sign,0.114,0.5125,0.4725,0.4701,0.4502,0.31,0.0,0,B,0.0046
CALLWDG6164_MMSI367554180,31,Tug Tow,call sign,0.0956,0.51,0.4403,0.4788,0.4502,0.4013,0.3333,0,A,0.0046
CALLWDG6169_MMSI366868850,31,Tug Tow,call sign,0.054,0.51,0.4275,0.4791,0.4502,0.3775,0.3529,0,A,0.0046
CALLWDG6177_MMSI367554310,31,Tug Tow,call sign,0.2841,0.5175,0.4329,0.473,0.4502,0.4256,0.3684,0,A,0.5214
CALLWDG6196_MMSI367554430,30,Fishing,call sign,0.7382,0.52,0.4442,0.483,0.4502,0.3318,0.3333,0,B,0.0046
CALLWDG6197_MMSI367554440,30,Fishing,call sign,0.6337,0.5175,0.4112,0.4789,0.4502,0.2891,0.0,0,B,0.0046
CALLWDG6212_MMSI367554590,30,Fishing,call sign,0.0226,0.5,0.3446,0.4712,0.5987,0.2891,0.3077,0,B,0.0046
CALLWDG6234_MMSI367554830,31,Tug Tow,call sign,0.1417,0.5125,0.3951,0.4755,0.6457,0.475,0.0,0,A,0.5594
CALLWDG6238_MMSI367554870,60,Passenger,call sign,0.2045,0.5399,0.6906,0.4986,0.4502,0.5987,0.0,0,A,0.3833
CALLWDG6243_MMSI367554930,30,Fishing,call sign,0.0372,0.51,0.6671,0.5125,0.4502,0.3543,0.25,0,B,0.3545
CALLWDG6245_MMSI367549430,31,Tug Tow,call sign,0.7963,0.52,0.4307,0.4819,0.4502,0.4256,0.0,0,A,0.0046
CALLWDG6246_MMSI367554950,31,Tug Tow,call sign,0.0203,0.5025,0.4044,0.475,0.4502,0.4256,0.0,0,A,0.0046
CALLWDG6254_MMSI367555040,0,Unknown,call sign,0.0041,0.4975,0.402,0.4715,0.4502,0.31,0.0,0,B,0.0046
CALLWDG6280_MMSI367555310,37,Pleasure Craft/Sailing,call sign,0.0081,0.5025,0.4078,0.4736,0.9089,0.7311,0.0,0,B,0.0046
CALLWDG6282_MMSI367555330,31,Tug Tow,call sign,0.0435,0.505,0.4258,0.481,0.4502,0.4256,0.0,0,A,0.0046
CALLWDG6317_MMSI367555720,30,Fishing,call sign,0.3921,0.5175,0.3929,0.4764,0.4502,0.3318,0.2,0,B,0.2677
CALLWDG6330_MMSI367555860,30,Fishing,call sign,0.0585,0.51,0.398,0.4745,0.4502,0.2497,0.0,0,B,0.0046
CALLWDG6346_MMSI367556020,31,Tug Tow,call sign,0.2158,0.5175,0.4346,0.4744,0.69,0.5744,0.0,0,A,0.4884
CALLWDG6361_MMSI367556170,30,Fishing,call sign,0.1022,0.5125,0.5045,0.4981,0.4502,0.2891,0.0,0,B,0.0046
CALLWDG6369_MMSI367556250,31,Tug Tow,call sign,0.7581,0.515,0.3987,0.4786,0.4502,0.4013,0.3889,0,A,0.0046
CALLWDG6398_MMSI367556560,60,Passenger,call sign,0.0869,0.51,0.4517,0.4892,0.4502,0.2497,0.2727,0,B,0.4589
CALLWDG6408_MMSI367556670,31,Tug Tow,call sign,0.5122,0.515,0.4332,0.4771,0.4502,0.4256,0.0,0,A,0.5594
CALLWDG6434_MMSI367556950,37,Pleasure Craft/Sailing,call sign,0.0003,0.495,0.4134,0.473,0.4502,0.475,0.2857,0,B,0.0046
CALLWDG6440_MMSI367557020,30,Fishing,call sign,0.4469,0.5175,0.4006,0.4795,0.4502,0.475,0.0,0,B,0.2677
CALLWDG6475_MMSI367557410,31,Tug Tow,call sign,0.3773,0.515,0.4097,0.4746,0.8581,0.525,0.0,0,A,0.5746
CALLWDG6523_MMSI367557930,31,Tug Tow,call sign,0.3879,0.515,0.4144,0.4751,0.4502,0.475,0.2857,0,A,0.0046
CALLWDG6543_MMSI367558150,31,Tug Tow,call sign,0.2064,0.515,0.4825,0.4784,0.9677,0.475,0.0,0,A,0.5746
CALLWDG6597_MMSI367475030,60,Passenger,call sign,0.4362,0.515,0.4199,0.4792,0.4502,0.9168,0.3696,0,A,0.0046
CALLWDG6617_MMSI367558890,31,Tug Tow,call sign,0.0166,0.5,0.494,0.4783,0.4502,0.2689,0.0,0,A,0.0046
CALLWDG6618_MMSI367558910,31,Tug Tow,call sign,0.223,0.515,0.4985,0.4751,0.7503,0.4013,0.0,0,A,0.3229
CALLWDG6629_MMSI367559030,31,Tug Tow,call sign,0.1979,0.51,0.3913,0.4756,0.4502,0.4256,0.0,0,A,0.0046
CALLWDG6672_MMSI367559470,37,Pleasure Craft/Sailing,call sign,0.0151,0.505,0.428,0.4694,0.5498,0.5,0.0,0,B,0.0046
CALLWDG6679_MMSI367373000,37,Pleasure Craft/Sailing,call sign,0.0,0.4975,0.31,0.4626,0.9734,0.7503,0.0,0,A,0.0046
CALLWDG6681_MMSI367559560,30,Fishing,call sign,0.0061,0.495,0.3592,0.4638,0.4502,0.4502,0.0,0,B,0.0046
CALLWDG6686_MMSI367559620,60,Passenger,call sign,0.396,0.515,0.6374,0.5009,0.9933,0.31,0.0,0,A,0.5746
CALLWDG6707_MMSI367559840,31,Tug Tow,call sign,0.8023,0.515,0.3977,0.482,0.4502,0.4256,0.0,0,A,0.0046
CALLWDG6709_MMSI367559860,31,Tug Tow,call sign,0.0326,0.505,0.4395,0.4751,0.4502,0.31,0.0,0,A,0.3577
CALLWDG6717_MMSI367559940,37,Pleasure Craft/Sailing,call sign,0.0195,0.505,0.4088,0.4744,0.9168,0.31,0.0,0,B,0.0046
CALLWDG6735_MMSI367560120,37,Pleasure Craft/Sailing,call sign,0.0207,0.505,0.3982,0.4715,0.4502,0.2891,0.0,0,B,0.0046
CALLWDG6758_MMSI367560360,37,Pleasure Craft/Sailing,call sign,0.024,0.5075,0.4524,0.4735,0.4502,0.3318,0.0,0,B,0.0046
CALLWDG6810_MMSI367560890,31,Tug Tow,call sign,0.811,0.515,0.4139,0.4803,0.4502,0.3775,0.3529,0,A,0.0046
CALLWDG6813_MMSI367560930,31,Tug Tow,call sign,0.2271,0.515,0.4008,0.4724,0.4502,0.5744,0.36,0,A,0.5714
CALLWDG6838_MMSI367561210,0,Unknown,call sign,0.0076,0.5025,0.5808,0.5255,0.5987,0.0998,0,0,A,0.0046
CALLWDG6848_MMSI367561320,31,Tug Tow,call sign,0.3301,0.515,0.4258,0.4798,0.4502,0.4256,0.3684,0,A,0.0046
CALLWDG6852_MMSI367561360,31,Tug Tow,call sign,0.231,0.5125,0.3903,0.476,0.4502,0.31,0.4286,0,A,0.0046
CALLWDG6853_MMSI367561370,31,Tug Tow,call sign,0.3027,0.5125,0.4282,0.4798,0.7685,0.525,0.0,0,A,0.0046
CALLWDG6858_MMSI367561430,31,Tug Tow,call sign,0.5086,0.5349,0.4319,0.478,0.525,0.9309,0.25,0,A,0.2878
CALLWDG6872_MMSI367561560,0,Unknown,call sign,0.008,0.505,0.5941,0.515,0.4502,0.0998,0,0,A,0.0046
CALLWDG6886_MMSI367123390,37,Pleasure Craft/Sailing,call sign,0.0018,0.4975,0.3589,0.4668,0.4502,0.2891,0.0,0,B,0.0046
CALLWDG6900_MMSI367561840,30,Fishing,call sign,0.3305,0.515,0.4735,0.4722,0.9975,0.4013,0.0,0,B,0.3715
CALLWDG6904_MMSI367561870,31,Tug Tow,call sign,0.5842,0.5374,0.3984,0.4719,0.6457,0.5744,0.0,0,A,0.539
CALLWDG6916_MMSI367562010,37,Pleasure Craft/Sailing,call sign,0.0479,0.5,0.6288,0.5861,0.4502,0.3543,0.25,0,B,0.5548
CALLWDG6949_MMSI367562360,37,Pleasure Craft/Sailing,call sign,0.0487,0.5075,0.4805,0.4876,0.5744,0.5498,0.25,0,B,0.0046
CALLWDG6961_MMSI366875850,60,Passenger,call sign,0.0015,0.4975,0.3701,0.4654,0.4502,0.3318,0.2667,0,B,0.0046
CALLWDG6965_MMSI366878280,90,Other,call sign,0.3403,0.515,0.7245,0.5131,0.4502,0.3543,0.3125,0,A,0.0046
CALLWDG6974_MMSI367562580,36,Pleasure Craft/Sailing,call sign,0.007,0.5025,0.4405,0.475,0.4502,0.2689,0.3333,0,B,0.0046
CALLWDG6977_MMSI367562620,37,Pleasure Craft/Sailing,call sign,0.0082,0.5025,0.4268,0.4753,0.4502,0.2142,0.3333,0,B,0.0046
CALLWDG6997_MMSI367562810,31,Tug Tow,call sign,0.2617,0.5125,0.4139,0.473,0.8455,0.5987,0.3462,0,A,0.5697
CALLWDG6998_MMSI367562820,31,Tug Tow,call sign,0.5897,0.5622,0.4195,0.4744,0.4502,0.5744,0.36,0,A,0.5144
CALLWDG7001_MMSI367562850,90,Other,call sign,0.0643,0.51,0.5646,0.4998,0.4502,0.2689,0.0,0,B,0.2708
CALLWDG7114_MMSI369603000,60,Passenger,call sign,0.0296,0.505,0.3875,0.4708,0.4502,0.525,0.3043,0,B,0.0046
CALLWDG7137_MMSI367564240,31,Tug Tow,call sign,0.2209,0.515,0.4327,0.4747,0.5498,0.525,0.0,0,A,0.4884
CALLWDG7160_MMSI367564470,31,Tug Tow,call sign,0.3579,0.5175,0.48,0.4775,0.6225,0.6225,0.0,0,A,0.4241
CALLWDG7204_MMSI367564930,31,Tug Tow,call sign,0.198,0.51,0.4258,0.482,0.4502,0.4013,0.0,0,A,0.0046
CALLWDG7205_MMSI367564940,31,Tug Tow,call sign,0.0998,0.5075,0.4127,0.4813,0.4502,0.3543,0.0,0,A,0.2769
CALLWDG7206_MMSI367564950,31,Tug Tow,call sign,0.2416,0.5125,0.4236,0.4782,0.4502,0.4256,0.0,0,A,0.2769
CALLWDG7221_MMSI338399543,37,Pleasure Craft/Sailing,call sign,0.0235,0.5075,0.5155,0.4767,0.4502,0.4256,0.2632,0,B,0.0046
CALLWDG7225_MMSI367565110,31,Tug Tow,call sign,0.0397,0.5075,0.4256,0.475,0.4502,0.475,0.0,0,A,0.0046
CALLWDG7234_MMSI367565210,37,Pleasure Craft/Sailing,call sign,0.0064,0.4975,0.4059,0.4731,0.4502,0.2497,0.0,0,B,0.0046
CALLWDG7245_MMSI367565330,37,Pleasure Craft/Sailing,call sign,0.0313,0.5025,0.4214,0.4703,0.4502,0.2142,0.3333,0,B,0.3869
CALLWDG7263_MMSI367565520,60,Passenger,call sign,0.1442,0.5125,0.514,0.4875,1.0,0.4013,0.2222,0,A,0.0046
CALLWDG7276_MMSI367565650,31,Tug Tow,call sign,0.4936,0.515,0.4122,0.4738,0.99,0.475,0.381,0,A,0.0046
CALLWDG7280_MMSI367565690,37,Pleasure Craft/Sailing,call sign,0.0412,0.5075,0.4504,0.4708,0.4502,0.3543,0.0,0,B,0.0046
CALLWDG7300_MMSI367565910,60,Passenger,call sign,0.0591,0.5075,0.5245,0.4984,0.4502,0.4256,0.0,0,B,0.0046
CALLWDG7322_MMSI367566130,31,Tug Tow,call sign,0.2654,0.5075,0.3754,0.4753,0.4502,0.3318,0.4,0,A,0.0046
CALLWDG7325_MMSI367566160,31,Tug Tow,call sign,0.1766,0.515,0.4307,0.4756,0.4502,0.3318,0.4,0,A,0.5594
CALLWDG7381_MMSI367566690,31,Tug Tow,call sign,0.1182,0.51,0.419,0.4774,0.4502,0.3318,0.4,0,A,0.0046
CALLWDG7457_MMSI367567460,31,Tug Tow,call sign,0.0957,0.51,0.4016,0.4709,0.4502,0.1824,0.0,0,A,0.0046
CALLWDG7469_MMSI367567590,31,Tug Tow,call sign,0.3697,0.5374,0.4226,0.4724,0.6457,0.7503,0.0,0,A,0.5124
CALLWDG7478_MMSI367567690,0,Unknown,call sign,0.0357,0.5075,0.4127,0.4727,0.7311,0.1824,0.0,0,A,0.0046
CALLWDG7534_MMSI367568250,31,Tug Tow,call sign,0.2064,0.5075,0.3987,0.4742,0.4502,0.31,0.4286,0,A,0.0046
CALLWDG7575_MMSI367568660,37,Pleasure Craft/Sailing,call sign,0.0258,0.505,0.419,0.4783,0.4502,0.3318,0.0,0,B,0.0046
CALLWDG7586_MMSI367568770,37,Pleasure Craft/Sailing,call sign,0.0698,0.51,0.4818,0.4735,0.525,0.2689,0.0,0,B,0.3402
CALLWDG7588_MMSI367568790,37,Pleasure Craft/Sailing,call sign,0.0109,0.505,0.4643,0.4743,0.4502,0.2689,0.0,0,B,0.0046
CALLWDG7592_MMSI367568840,30,Fishing,call sign,0.5354,0.5175,0.3703,0.4718,0.4502,0.475,0.0,0,B,0.3633
CALLWDG7601_MMSI367568930,30,Fishing,call sign,0.0139,0.5,0.4095,0.4754,0.4502,0.3543,0.0,0,B,0.0046
CALLWDG7604_MMSI367568960,30,Fishing,call sign,0.2584,0.515,0.4621,0.4693,0.4502,0.4256,0.3158,0,B,0.0046
CALLWDG7653_MMSI367569450,30,Fishing,call sign,0.123,0.5125,0.4534,0.4811,0.4502,0.3318,0.0,0,B,0.0046
CALLWDG7669_MMSI367569630,90,Other,call sign,0.2359,0.5125,0.418,0.4741,0.4502,0.9983,0.0,0,B,0.0046
CALLWDG7670_MMSI367569640,90,Other,call sign,0.1135,0.5125,0.4144,0.4781,0.4502,0.9983,0.0,0,B,0.0046
CALLWDG7675_MMSI367569690,70,Cargo,call sign,0.1106,0.505,0.4032,0.5081,0.9707,0.9973,0.0,0,B,0.0046
CALLWDG7714_MMSI367570080,31,Tug Tow,call sign,0.0303,0.5075,0.4564,0.478,0.4502,0.6457,0.0,0,A,0.0046
CALLWDG7760_MMSI367570560,37,Pleasure Craft/Sailing,call sign,0.0837,0.5125,0.639,0.4867,0.4502,0.0998,0,0,B,0.0046
CALLWDG7788_MMSI367570840,31,Tug Tow,call sign,0.3521,0.5175,0.3958,0.471,0.4502,0.6225,0.0,0,A,0.5347
CALLWDG7800_MMSI367570970,60,Passenger,call sign,0.4979,0.5175,0.6575,0.5335,0.4502,0.3318,0.0,0,A,0.0046
CALLWDG7804_MMSI367571020,37,Pleasure Craft/Sailing,call sign,0.2425,0.5025,0.4723,0.4709,0.525,0.2689,0.0,0,B,0.3803
CALLWDG7812_MMSI367571070,37,Pleasure Craft/Sailing,call sign,0.0185,0.5075,0.4648,0.4882,0.4502,0.7311,0.0,0,A,0.0046
CALLWDG7853_MMSI367571480,60,Passenger,call sign,0.0552,0.505,0.5095,0.5043,0.4502,0.2497,0.0,0,B,0.0046
CALLWDG7857_MMSI367571530,60,Passenger,call sign,0.0259,0.505,0.4497,0.4884,0.4502,0.4256,0.3158,0,B,0.0046
CALLWDG7879_MMSI367571760,60,Passenger,call sign,0.2928,0.515,0.5469,0.5135,0.4502,0.2497,0.0,0,B,0.2708
CALLWDG7880_MMSI367571770,31,Tug Tow,call sign,0.0883,0.51,0.4354,0.4771,0.4502,0.525,0.0,0,A,0.0046
CALLWDG7883_MMSI367571790,60,Passenger,call sign,0.0842,0.5075,0.4354,0.4856,0.4502,0.2891,0.0,0,B,0.5594
CALLWDG7887_MMSI367571840,31,Tug Tow,call sign,0.0301,0.505,0.4564,0.4924,0.4502,0.6457,0.3214,0,A,0.0046
CALLWDG7888_MMSI367571850,60,Passenger,call sign,0.5352,0.5175,0.4943,0.4914,0.4502,0.2891,0.0,0,B,0.0046
CALLWDG7891_MMSI367571880,90,Other,call sign,0.0402,0.505,0.5705,0.5034,0.4502,0.2891,0.0,0,B,0.0046
CALLWDG7932_MMSI367572310,37,Pleasure Craft/Sailing,call sign,0.1937,0.5325,0.7309,0.478,0.7858,0.6682,0.0,0,B,0.3784
CALLWDG7943_MMSI367572420,37,Pleasure Craft/Sailing,call sign,0.0001,0.495,0.4037,0.467,0.4502,0.2497,0.0,0,B,0.0046
CALLWDG7988_MMSI366837890,31,Tug Tow,call sign,0.3286,0.515,0.4445,0.4751,0.9781,0.2891,0.3846,0,A,0.0046
CALLWDG8040_MMSI367573410,31,Tug Tow,call sign,0.8464,0.52,0.4076,0.4715,0.4502,0.5987,0.0,0,A,0.4099
CALLWDG8060_MMSI367573610,31,Tug Tow,call sign,0.1027,0.51,0.4302,0.4789,0.4502,0.5498,0.0,0,A,0.0046
CALLWDG8091_MMSI367573920,90,Other,call sign,0.0309,0.5075,0.4598,0.4954,0.4502,0.2891,0.0,0,A,0.0046
CALLWDG8092_MMSI367573930,37,Pleasure Craft/Sailing,call sign,0.0423,0.51,0.5152,0.483,0.4502,0.4502,0.0,0,B,0.0046
CALLWDG8121_MMSI367574230,31,Tug Tow,call sign,0.1427,0.5125,0.3764,0.47,0.6682,0.5,0.0,0,A,0.0046
CALLWDG8124_MMSI367574260,37,Pleasure Craft/Sailing,call sign,0.008,0.5025,0.4457,0.4882,0.475,0.0998,0,0,B,0.0046
CALLWDG8149_MMSI367574490,37,Pleasure Craft/Sailing,call sign,0.0198,0.4975,0.444,0.549,0.4502,0.4256,0.2632,0,B,0.0046
CALLWDG8156_MMSI367574570,31,Tug Tow,call sign,0.166,0.5125,0.4287,0.4754,0.4502,0.2891,0.3846,0,A,0.0046
CALLWDG8160_MMSI367574620,37,Pleasure Craft/Sailing,call sign,0.2096,0.515,0.4187,0.4709,0.4502,0.1978,0.0,0,B,0.3803
CALLWDG8170_MMSI367574720,31,Tug Tow,call sign,0.1071,0.5125,0.4583,0.4805,0.5498,0.4013,0.3333,0,A,0.0046
CALLWDG8208_MMSI367575120,31,Tug Tow,call sign,0.2981,0.5125,0.4226,0.4791,0.4502,0.3318,0.0,0,A,0.0046
CALLWDG8209_MMSI367575130,31,Tug Tow,call sign,0.4393,0.5175,0.4197,0.4798,0.4502,0.4013,0.0,0,A,0.4208
CALLWDG8244_MMSI366779640,37,Pleasure Craft/Sailing,call sign,0.0491,0.51,0.5994,0.5121,0.4502,0.31,0.0,0,B,0.0046
CALLWDG8253_MMSI367575560,31,Tug Tow,call sign,0.3454,0.51,0.4035,0.4787,0.4502,0.3318,0.4,0,A,0.0046
CALLWDG8255_MMSI367575580,31,Tug Tow,call sign,0.228,0.5349,0.4571,0.4777,0.4502,0.4502,0.4,0,A,0.2369
CALLWDG8257_MMSI367575610,30,Fishing,call sign,0.0809,0.51,0.6708,0.4849,0.4502,0.6225,0.2593,0,B,0.4336
CALLWDG8338_MMSI367576460,37,Pleasure Craft/Sailing,call sign,0.0063,0.5025,0.4888,0.487,0.4502,0.1824,0.0,0,B,0.0046
CALLWDG8342_MMSI367576510,36,Pleasure Craft/Sailing,call sign,0.0,0.495,0.3724,0.5172,0.4502,0.2689,0.3333,0,B,0.0046
CALLWDG8366_MMSI367576750,31,Tug Tow,call sign,0.5451,0.52,0.4472,0.4744,0.5744,0.525,0.0,0,A,0.4743
CALLWDG8383_MMSI367576940,31,Tug Tow,call sign,0.0312,0.505,0.3958,0.4762,0.4502,0.3775,0.4118,0,A,0.0046
CALLWDG8406_MMSI367577170,30,Fishing,call sign,0.0965,0.5125,0.488,0.4681,0.4502,0.4502,0.3,0,B,0.0046
CALLWDG8408_MMSI367577190,37,Pleasure Craft/Sailing,call sign,0.0002,0.495,0.4445,0.4644,0.4502,0.31,0.2857,0,B,0.0046
CALLWDG8434_MMSI367577470,37,Pleasure Craft/Sailing,call sign,0.0116,0.505,0.4586,0.4781,0.4502,0.31,0.0,0,B,0.0046
CALLWDG8447_MMSI367577620,31,Tug Tow,call sign,0.283,0.515,0.4287,0.4724,0.4502,0.4502,0.0,0,A,0.4884
CALLWDG8455_MMSI367577710,30,Fishing,call sign,0.0226,0.5075,0.4465,0.4757,0.4502,0.5987,0.2308,0,B,0.0046
CALLWDG8482_MMSI367577970,37,Pleasure Craft/Sailing,call sign,0.1602,0.51,0.4302,0.469,0.9309,0.2497,0.0,0,B,0.0046
CALLWDG8493_MMSI367578080,31,Tug Tow,call sign,0.5153,0.5175,0.442,0.4773,0.5987,0.5,0.0,0,A,0.4613
CALLWDG8505_MMSI367578220,37,Pleasure Craft/Sailing,call sign,0.0268,0.5025,0.4765,0.4731,0.4502,0.3543,0.0,0,B,0.1536
CALLWDG8552_MMSI367578720,60,Passenger,call sign,0.1018,0.5125,0.7064,0.5388,0.4502,0.525,0.3478,0,A,0.0046
CALLWDG8569_MMSI367578890,37,Pleasure Craft/Sailing,call sign,0.0034,0.495,0.4006,0.4635,0.4502,0.31,0.0,0,B,0.0046
CALLWDG8582_MMSI367579030,37,Pleasure Craft/Sailing,call sign,0.0472,0.5125,0.4531,0.4697,0.4502,0.3318,0.2667,0,A,0.0046
CALLWDG8586_MMSI367579070,37,Pleasure Craft/Sailing,call sign,0.0273,0.5075,0.4332,0.4785,0.4502,0.2689,0.0,0,B,0.4589
CALLWDG8590_MMSI367579120,31,Tug Tow,call sign,0.126,0.5125,0.4221,0.4721,0.4502,0.3543,0.4375,0,A,0.5594
CALLWDG8593_MMSI367579140,37,Pleasure Craft/Sailing,call sign,0.0104,0.5025,0.4638,0.4765,0.4502,0.31,0.0,0,B,0.0046
CALLWDG8602_MMSI367579230,31,Tug Tow,call sign,0.2587,0.515,0.4371,0.4762,0.4502,0.3775,0.2941,0,A,0.0046
CALLWDG8619_MMSI367579420,37,Pleasure Craft/Sailing,call sign,0.012,0.5025,0.8003,0.5745,0.4502,0.2315,0.0,0,B,0.0046
CALLWDG8624_MMSI367579470,31,Tug Tow,call sign,0.0742,0.5025,0.418,0.4763,0.4502,0.1824,0.0,0,B,0.0046
CALLWDG8657_MMSI367579810,36,Pleasure Craft/Sailing,call sign,0.0045,0.495,0.3622,0.4679,0.4502,0.2689,0.0,0,B,0.0046
CALLWDG8667_MMSI367579920,31,Tug Tow,call sign,0.1433,0.515,0.4608,0.4721,0.4502,0.525,0.0,0,A,0.4157
CALLWDG8741_MMSI367580620,31,Tug Tow,call sign,0.2523,0.5399,0.4263,0.4717,0.9569,0.5744,0.0,0,A,0.5041
CALLWDG8768_MMSI367580880,31,Tug Tow,call sign,0.5221,0.5175,0.4165,0.4718,0.4502,0.8699,0.3415,0,A,0.0046
CALLWDG8790_MMSI367581090,31,Tug Tow,call sign,0.0194,0.505,0.4056,0.4807,0.4502,0.6457,0.0,0,A,0.0046
CALLWDG8792_MMSI367581120,31,Tug Tow,call sign,0.1169,0.5125,0.4346,0.475,0.832,0.5,0.0,0,A,0.0046
CALLWDG8794_MMSI367581140,31,Tug Tow,call sign,0.1004,0.5125,0.4601,0.4771,0.8022,0.5,0.0,0,A,0.0046
CALLWDG8795_MMSI367581150,31,Tug Tow,call sign,0.2498,0.5125,0.4695,0.4792,0.4502,0.5,0.0,0,A,0.0046
